date,scheme_code,scheme_name,nav
2023-04-22,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.0434
2023-04-22,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),586.3933
2023-04-22,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),601.7608
2023-04-22,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.7241
2023-04-22,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.2132
2023-04-22,100047,Aditya Birla Sun Life Liquid Fund - Growth,361.3491
2023-04-22,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.0915
2023-04-22,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.2434
2023-04-22,100538,Franklin India Liquid Fund - Regular Plan - Growth,5148.693
2023-04-22,100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,3373.4909
2023-04-22,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,1571.6374
2023-04-22,100814,UTI - Overnight  Fund - Regular Plan - Growth Option,3050.7458
2023-04-22,100837,Nippon India Liquid Fund - Retail Option - Growth Plan,4911.3936
2023-04-22,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.3383
2023-04-22,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.5279
2023-04-22,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1333.4
2023-04-22,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1222.6323
2023-04-22,100851,Nippon India Liquid Fund -Growth Plan,5476.3864
2023-04-22,100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1529.0143
2023-04-22,100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1530.5769
2023-04-22,100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1592.7978
2023-04-22,100868,HDFC Liquid Fund - Growth Plan,4402.8362
2023-04-22,101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751
2023-04-22,101185,LIC MF Liquid Fund-Regular Plan-Growth,4056.4183
2023-04-22,101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,3622.1411
2023-04-22,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,3134.8087
2023-04-22,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,3799.2688
2023-04-22,101714,Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157
2023-04-22,101996,HDFC Overnight Fund - Growth Option,3315.105
2023-04-22,102007,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1135.4346
2023-04-22,102008,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1077.2934
2023-04-22,102009,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,3364.7132
2023-04-22,102010,UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment),1078.9114
2023-04-22,102011,UTI Liquid Fund - Regular Plan - Monthly IDCW,1043.0435
2023-04-22,102012,UTI-  Liquid Cash Plan - Regular Plan - Growth Option,3679.2408
2023-04-22,102013,UTI Liquid Fund - Regular Plan - Weekly IDCW,1053.4534
2023-04-22,102672,Tata Liquid Fund -Regular Plan - Growth Option,3533.288
2023-04-22,103140,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1158.3601
2023-04-22,103340,ICICI Prudential Liquid Fund - Growth,332.0775
2023-04-22,103347,DSP Liquidity Fund - Regular Plan - Growth,3201.3352
2023-04-22,103348,DSP Liquidity Fund - Regular Plan - IDCW - Weekly,1001.2015
2023-04-22,103349,DSP Liquidity Fund- Regular Plan - IDCW - Daily,1001.114
2023-04-22,103734,Quantum Liquid Fund - Direct Plan Growth Option,30.4033
2023-04-22,103735,Quantum Liquid Fund - Direct Plan Monthly IDCW,10.0636
2023-04-22,103736,Quantum Liquid Fund - Direct Plan Daily IDCW,10.0085
2023-04-22,103885,Aditya Birla Sun Life Liquid Fund -Regular - IDCW,151.1982
2023-04-22,104484,Invesco India Liquid Fund - Daily IDCW (Reinvestment),1002.7594
2023-04-22,104485,Invesco India Liquid Fund - Weekly IDCW (Reinvestment),1011.0265
2023-04-22,104486,Invesco India Liquid Fund - Growth,3081.5874
2023-04-22,104488,Invesco India Liquid Fund - Regular - Growth,2760.6687
2023-04-22,104489,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),1002.9972
2023-04-22,104492,Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment),1007.9917
2023-04-22,105274,SBI Liquid Fund - Institutional - Growth,3544.2204
2023-04-22,105275,SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1138.6208
2023-04-22,105279,SBI Liquid Fund - Institutional Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1165.0993
2023-04-22,105280,SBI Liquid Fund - REGULAR PLAN -Growth,3511.0338
2023-04-22,105281,SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1138.6182
2023-04-22,105282,SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1205.1222
2023-04-22,105283,SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1152.2541
2023-04-22,108690,BANDHAN LIQUID Fund - Regular Plan - Growth,2711.9626
2023-04-22,108691,BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW,1001.2691
2023-04-22,108692,BANDHAN LIQUID Fund - Regular Plan - Daily IDCW,1001.2663
2023-04-22,108693,BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW,1005.3658
