date,scheme_code,scheme_name,nav
2013-07-01,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,150.04
2013-07-01,100034,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,68.42
2013-07-01,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.023
2013-07-01,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),312.8597
2013-07-01,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),320.5928
2013-07-01,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.694
2013-07-01,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.195
2013-07-01,100047,Aditya Birla Sun Life Liquid Fund - Growth,192.0151
2013-07-01,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.149
2013-07-01,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.3022
2013-07-01,100063,Aditya Birla Sun Life MNC Fund - Regular - IDCW,82.24
2013-07-01,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,258.75
2013-07-01,100065,Aditya Birla Sun Life India Opportunities Fund - Dividend - Regular Plan,15.26
2013-07-01,100066,Aditya Birla Sun Life India Opportunities Fund - Growth - Regular Plan,50.62
2013-07-01,100067,Aditya Birla Sun Life Tax Plan -Regular - IDCW,46.84
2013-07-01,100068,BARODA ELSS 96 - Plan A - IDCW,22.04
2013-07-01,100080,DSP Flexi Cap Fund - Regular Plan - IDCW,41.985
2013-07-01,100081,DSP Aggressive Hybrid Fund- Regular Plan - Growth,68.072
2013-07-01,100082,DSP Aggressive Hybrid Fund- Regular Plan - IDCW,20.86
2013-07-01,100090,DSP BlackRock Technology.com   Fund - Regular Plan - Growth,30.451
2013-07-01,100119,HDFC Balanced Advantage Fund - Growth Plan,86.603
2013-07-01,100120,HDFC Balanced Advantage Fund - IDCW Plan,24.838
2013-07-01,100121,HDFC Balanced Fund - Dividend Option,17.862
2013-07-01,100122,HDFC Balanced Fund - Growth Option,61.224
