date,scheme_code,scheme_name,nav
2013-04-21,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.023
2013-04-21,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),308.0416
2013-04-21,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),315.5635
2013-04-21,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.694
2013-04-21,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.195
2013-04-21,100047,Aditya Birla Sun Life Liquid Fund - Growth,188.911
2013-04-21,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.2878
2013-04-21,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.435
2013-04-21,100190,ING Liquid Fund-Regular Growth Option,24.3117
2013-04-21,100191,ING Liquid Fund-Regular Weekly Dividend Option,10.838
2013-04-21,100192,ING Liquid Fund-Regular Daily Dividend Option,10.7873
2013-04-21,100196,ING Liquid Fund-Institutional Growth Option,18.3412
2013-04-21,100197,ING Liquid Fund-Institutional Weekly Dividend Option,10.0674
2013-04-21,100198,ING Liquid Fund-Institutional Daily Dividend Option,10.0121
2013-04-21,100199,ING Liquid Fund-Super Institutional Growth Option,17.5444
2013-04-21,100200,ING Liquid Fund-Super Institutional Daily Dividend Option,10.0048
2013-04-21,100201,ING Liquid Fund-Super Institutional Weekly Dividend Option,10.0183
2013-04-21,100233,JM Liquid Fund (Regular) - Weekly IDCW,11.0161
2013-04-21,100234,JM Liquid Fund - Growth Option,32.1435
2013-04-21,100237,JM High Liquidity Fund-- Institutional Plan - Growth,19.4142
2013-04-21,100238,JM High Liquidity Fund-Institutional Plan - Daily Dividend,10.0159
2013-04-21,100241,JM High Liquidity Fund-- Institutional Plan - Dividend,10.7678
2013-04-21,100244,JM Liquid Fund (Regular) - Quarterly IDCW,18.1935
2013-04-21,100246,JM High Liquidity Fund-Super Institutional Plan- Weekly  Dividend,10.1617
2013-04-21,100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,18.4844
2013-04-21,100357,ICICI Prudential Liquid Fund -Quarterly IDCW,100.8656
2013-04-21,100359,ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,118.515
2013-04-21,100360,ICICI Prudential Liquid Institutional Plus Fund - Div - Weekly,118.7403
2013-04-21,100362,ICICI Prudential Liquid Institutional Plus Fund - Growth,288.69
2013-04-21,100537,Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,1244.3238
2013-04-21,100538,Franklin India Liquid Fund - Regular Plan - Growth,2861.425
2013-04-21,100541,Franklin India Liquid Fund - Regular Plan - Daily - IDCW,1512.34
2013-04-21,100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,1756.3639
2013-04-21,100547,Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,1000.673
2013-04-21,100548,Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,1021.1243
2013-04-21,100618,Sundaram Money Fund Retail Plan - Growth,23.2329
2013-04-21,100619,Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),13.0014
2013-04-21,100620,Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0953
2013-04-21,100621,Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.9635
2013-04-21,100622,Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.6066
2013-04-21,100623,Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.3959
2013-04-21,100641,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,2605.109
2013-04-21,100723,UTI MMF-Discontinued - Regular Plan -Growth,3240.6674
2013-04-21,100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,2004.7515
2013-04-21,100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,1995.2959
2013-04-21,100828,Kotak Liquid-Regular (Dividend),1003.4802
2013-04-21,100829,Kotak Liquid-Regular (Growth),2228.0959
2013-04-21,100830,Kotak Liquid-Institutional Plan  (Growth),2303.5008
2013-04-21,100831,Kotak Liquid Fund -Institutional Plan - (Daily Dividend),1222.81
2013-04-21,100832,Kotak Liquid-Institutional Plan (Weekly Dividend),1010.4068
2013-04-21,100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,1222.81
2013-04-21,100834,Kotak Liquid Fund Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend,1001.4304
2013-04-21,100835,Kotak Liquid Fund - Regular Plan - Growth,2392.3447
2013-04-21,100837,Nippon India Liquid Fund - Retail Option - Growth Plan,2784.2936
2013-04-21,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1036.1322
2013-04-21,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.28
2013-04-21,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1339.2469
2013-04-21,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1224.9617
2013-04-21,100845,Reliance Liquid Fund-Cash Plan-Growth Plan,1900.0238
2013-04-21,100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,1093.7134
