date,scheme_code,scheme_name,nav
2023-05-15,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,615.14
2023-05-15,100034,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,109.99
2023-05-15,100037,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,13.3485
2023-05-15,100038,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,108.0916
2023-05-15,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.023
2023-05-15,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),588.8277
2023-05-15,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),604.259
2023-05-15,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.694
2023-05-15,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.195
2023-05-15,100047,Aditya Birla Sun Life Liquid Fund - Growth,362.8492
2023-05-15,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.1329
2023-05-15,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.2812
2023-05-15,100057,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,11.2464
2023-05-15,100058,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,69.4659
2023-05-15,100063,Aditya Birla Sun Life MNC Fund - Regular - IDCW,159.08
2023-05-15,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,921.09
2023-05-15,100077,DSP Bond Fund - IDCW,11.4451
2023-05-15,100078,DSP Bond Fund - Growth,69.7419
2023-05-15,100079,DSP Bond Fund - IDCW - Monthly,11.0604
2023-05-15,100080,DSP Flexi Cap Fund - Regular Plan - IDCW,48.84
2023-05-15,100081,DSP Aggressive Hybrid Fund- Regular Plan - Growth,240.467
2023-05-15,100082,DSP Aggressive Hybrid Fund- Regular Plan - IDCW,24.277
2023-05-15,100084,DSP Gilt Fund - Regular Plan - Growth,81.2566
2023-05-15,100085,DSP Gilt Fund - Regular Plan - IDCW,12.5118
2023-05-15,100086,DSP Gilt Fund - Regular Plan - IDCW - Monthly,10.808
2023-05-15,100087,DSP Savings Fund - Regular Plan - Growth,45.3022
2023-05-15,100088,DSP Savings Fund - Regular Plan - IDCW,12.2051
2023-05-15,100089,DSP Savings Fund - Regular Plan - IDCW - Monthly,10.8482
2023-05-15,100119,HDFC Balanced Advantage Fund - Growth Plan,337.776
2023-05-15,100120,HDFC Balanced Advantage Fund - IDCW Plan,30.337
2023-05-15,100123,HDFC Income Fund - Quarterly IDCW Option,11.1315
2023-05-15,100124,HDFC Income Fund - Growth Option,49.994
2023-05-15,100174,quant ELSS Tax Saver Fund - IDCW Option - Regular Plan,33.0289
2023-05-15,100175,quant ELSS Tax Saver Fund - Growth Option - Regular Plan,237.8233
2023-05-15,100176,quant Small Cap Fund - IDCW Option - Regular Plan,120.2379
2023-05-15,100177,quant Small Cap Fund - Growth - Regular Plan,151.1998
2023-05-15,100218,JM Large Cap Fund (Regular) - IDCW,20.044
2023-05-15,100219,JM Large Cap Fund (Regular) - Growth Option,103.2511
2023-05-15,100220,JM Aggressive Hybrid Fund (Regular) - IDCW,20.5019
2023-05-15,100221,JM Aggressive Hybrid Fund (Regular) -Growth Option,73.3001
2023-05-15,100222,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,18.1549
2023-05-15,100223,JM Medium to Long Duration Fund (Regular) - Growth Option,53.3961
2023-05-15,100233,JM Liquid Fund (Regular) - Weekly IDCW,11.0155
2023-05-15,100234,JM Liquid Fund - Growth Option,61.5327
2023-05-15,100244,JM Liquid Fund (Regular) - Quarterly IDCW,34.828
2023-05-15,100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,35.3721
2023-05-15,100254,JM Value Fund (Regular) - Growth Option,56.9091
2023-05-15,100264,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,16.2267
2023-05-15,100265,Kotak Gilt-Investment Regular-Growth,83.0428
2023-05-15,100280,Kotak Gilt-Investment  Provident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,11.8901
2023-05-15,100281,Kotak Gilt-Investment  Provident Fund and Trust-Growth,84.958
2023-05-15,100286,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,25.08
2023-05-15,100299,Kotak Bond Fund - Regular Plan Growth,65.9913
2023-05-15,100300,Kotak Bond Fund - Regular Plan - Standard IDCW Option,40.4306
2023-05-15,100312,LIC MF Flexi Cap Fund-Regular Plan-IDCW,21.6881
2023-05-15,100313,LIC MF Flexi Cap Fund-Regular Plan-Growth,68.7285
2023-05-15,100314,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,13.6087
2023-05-15,100315,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,62.0852
2023-05-15,100316,LIC MF Gilt Fund-Regular Plan-IDCW,14.9169
2023-05-15,100317,LIC MF Gilt Fund-Regular Plan-Growth,51.7499
2023-05-15,100318,LIC MF Gilt Fund-PF Plan-IDCW,19.3411
2023-05-15,100319,LIC MF Gilt Fund-PF Plan-Growth,29.8888
2023-05-15,100321,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,13.6998
2023-05-15,100323,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,140.0316
2023-05-15,100325,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,27.611
2023-05-15,100332,LIC MF Large Cap Fund-Regular Plan-IDCW,24.5432
2023-05-15,100348,ICICI Prudential Large & Mid Cap Fund - IDCW,23.02
2023-05-15,100349,ICICI Prudential Large & Mid Cap Fund - Growth,602.17
2023-05-15,100351,ICICI Prudential FMCG Fund - IDCW,91.18
2023-05-15,100352,ICICI Prudential FMCG Fund - Growth,416.62
2023-05-15,100353,ICICI Prudential ELSS Tax Saver Fund - IDCW,20.68
2023-05-15,100354,ICICI Prudential ELSS Tax Saver Fund - Growth,612.79
2023-05-15,100355,ICICI Prudential Equity & Debt Fund - Monthly IDCW,31.0
2023-05-15,100356,ICICI Prudential Equity & Debt Fund - Growth,249.89
2023-05-15,100363,ICICI Prudential Technology Fund - Growth,130.99
2023-05-15,100365,ICICI Prudential Long Term Bond Fund - Growth,76.4472
2023-05-15,100367,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.5183
2023-05-15,100368,ICICI Prudential Gilt Fund - IDCW,16.6397
2023-05-15,100369,ICICI Prudential Gilt Fund - Growth,86.8114
2023-05-15,100375,NIPPON INDIA GROWTH MID CAP FUND - IDCW Option,78.0156
2023-05-15,100376,Nippon India Growth Mid Cap Fund-Growth Plan-Bonus Option,375.7342
2023-05-15,100377,Nippon India Growth Mid Cap Fund-Growth Plan-Growth Option,2257.0813
2023-05-15,100378,Nippon India Vision Large & Midcap Fund - IDCW Option,47.0464
2023-05-15,100379,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Bonus Option,147.3385
2023-05-15,100380,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Growth Option,874.7994
2023-05-15,100383,NIPPON INDIA MEDIUM TO LONG DURATION FUND - MONTHLY IDCW Option,10.8294
2023-05-15,100384,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - QUARTERLY IDCW Option,13.1974
2023-05-15,100385,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - HALF YEARLY IDCW Option,12.5958
2023-05-15,100386,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - ANNUAL IDCW Option,13.0636
2023-05-15,100387,Nippon India Medium to Long Duration  Fund - Growth Plan Growth Option,77.4489
2023-05-15,100388,Nippon India Medium to Long Duration  Fund - Growth Plan Bonus Option,22.2659
2023-05-15,100414,Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,328.7594
2023-05-15,100415,Tata Ethical Fund-Regular Plan - Growth Option,287.6375
2023-05-15,100470,Franklin India Large Cap Fund - IDCW,39.3362
2023-05-15,100471,Franklin India Large Cap Fund-Growth,709.8422
2023-05-15,100472,Franklin India Mid Cap Fund - IDCW,68.0791
2023-05-15,100473,Franklin India Mid Cap Fund-Growth,1563.1823
2023-05-15,100474,Tata ELSS Fund- Regular Plan - Payout of IDCW Option,72.0821
2023-05-15,100475,Tata Large Cap Fund -Regular Plan - Growth Option,349.6121
2023-05-15,100476,Taurus Flexi Cap Fund - Regular Plan - Growth,153.4
2023-05-15,100477,Taurus Mid Cap Fund - Regular Plan - Growth,78.72
2023-05-15,100480,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,122.84
2023-05-15,100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,146.1798
2023-05-15,100493,Franklin India Government Securities Fund - Growth,51.0747
2023-05-15,100494,Franklin India Government Securities Fund - IDCW,10.2535
2023-05-15,100496,Templeton India Value Fund - Growth Plan,469.3135
2023-05-15,100497,Templeton India Value Fund - IDCW,79.4296
2023-05-15,100519,Franklin India Flexi Cap Fund - IDCW,47.0888
2023-05-15,100520,Franklin India Flexi Cap Fund - Growth,1020.8859
2023-05-15,100521,Franklin India Technology Fund - IDCW,33.6245
2023-05-15,100522,Franklin India Technology Fund-Growth,300.5717
2023-05-15,100524,Franklin INDIA OPPORTUNITIES FUND - IDCW,23.7946
2023-05-15,100525,Franklin India ELSS Tax Saver Fund - IDCW,47.6329
2023-05-15,100526,Franklin India ELSS Tax Saver Fund-Growth,920.7644
2023-05-15,100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.3415
2023-05-15,100528,Franklin India Corporate Debt Fund - Growth,84.4685
2023-05-15,100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,14.9005
2023-05-15,100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,12.201
2023-05-15,100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.7909
2023-05-15,100535,Franklin India Retirement Fund - IDCW,16.1489
2023-05-15,100536,Franklin India Retirement Fund - Growth,167.8253
2023-05-15,100537,Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,1244.5097
2023-05-15,100538,Franklin India Liquid Fund - Regular Plan - Growth,5167.817
2023-05-15,100541,Franklin India Liquid Fund - Regular Plan - Daily - IDCW,1509.3204
2023-05-15,100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,3387.4422
2023-05-15,100547,Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,1000.0
2023-05-15,100548,Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,1022.3717
2023-05-15,100549,Franklin India Aggressive Hybrid Fund - IDCW,25.2894
2023-05-15,100550,Franklin India Aggressive Hybrid Fund - Growth Plan,185.2931
2023-05-15,100593,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),37.33
2023-05-15,100596,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),14.9504
2023-05-15,100597,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,65.2194
2023-05-15,100600,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),13.2068
2023-05-15,100601,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,79.2913
2023-05-15,100602,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan-Income Distribution cum Capital Withdrawal(IDCW),12.5491
2023-05-15,100603,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Growth,61.1182
2023-05-15,100604,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Growth,20.8744
2023-05-15,100608,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth,69.0671
2023-05-15,100609,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan- Income Distribution cum Capital Withdrawal(IDCW),12.8126
2023-05-15,100610,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW),12.4214
2023-05-15,100614,Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),12.9724
2023-05-15,100630,quant Multi Cap Fund-IDCW Option - Regular Plan,50.4475
2023-05-15,100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,441.1073
2023-05-15,100638,SBI Medium to Long Duration Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),15.8791
2023-05-15,100639,SBI Medium to Long Duration Fund-REGULAR PLAN-Growth,60.7118
2023-05-15,100640,SBI Medium to Long Duration Fund-REGULAR PLAN-Bonus,36.7858
2023-05-15,100641,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,5141.2768
2023-05-15,100643,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),83.6316
2023-05-15,100644,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),144.9643
2023-05-15,100645,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),130.0116
2023-05-15,100646,UTI - Unit Linked Insurance Plan,33.2415
2023-05-15,100650,UTI Large Cap Fund - Regular Plan - IDCW,41.7319
2023-05-15,100651,UTI Large Cap Fund - Regular Plan - Growth Option,195.7392
2023-05-15,100663,UTI Large & Mid Cap Fund - Regular Plan - IDCW,51.5974
2023-05-15,100664,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,105.9158
2023-05-15,100668,UTI Flexi Cap Fund - Regular Plan - IDCW,155.1207
2023-05-15,100669,UTI - Flexi Cap Fund-Growth Option,234.6273
2023-05-15,100678,UTI Children's Hybrid Fund - Regular Plan,31.762
2023-05-15,100682,UTI Retirement Fund - Regular Plan,37.3132
2023-05-15,100684,UTI Aggressive Hybrid Fund - Regular Plan - Growth,271.9926
2023-05-15,100685,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,33.4555
2023-05-15,100723,UTI MMF-Discontinued - Regular Plan -Growth,6128.2003
2023-05-15,100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,3306.7462
2023-05-15,100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2216.2333
2023-05-15,100739,UTI MNC Fund - Regular Plan - IDCW,143.841
2023-05-15,100740,UTI - MNC Fund - Regular Plan - Growth Option,278.9861
2023-05-15,100741,UTI Medium to Long Duration Fund- Regular Plan - Growth,63.3795
2023-05-15,100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,16.2781
2023-05-15,100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5499
2023-05-15,100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,33.0948
2023-05-15,100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.355
2023-05-15,100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.1
2023-05-15,100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,36.7226
2023-05-15,100785,Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),15.1941
2023-05-15,100786,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),17.3055
2023-05-15,100787,Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW),15.9842
2023-05-15,100788,Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),15.5676
2023-05-15,100789,Sundaram Corporate Bond Fund Regular Plan- Growth,34.308
2023-05-15,100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),11.6457
2023-05-15,100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),25.0512
2023-05-15,100795,Sundaram Small Cap Fund Regular Plan - Growth,157.8055
2023-05-15,100806,UTI Healthcare Fund - Regular Plan - IDCW,116.008
2023-05-15,100807,UTI Healthcare Fund - Regular Plan - Growth Option,150.1023
2023-05-15,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,1578.2206
2023-05-15,100814,UTI - Overnight  Fund - Regular Plan - Growth Option,3063.5247
2023-05-15,100820,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,27.2913
2023-05-15,100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,142.8559
2023-05-15,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,123.6564
2023-05-15,100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,62.2979
2023-05-15,100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,1222.81
