date,scheme_code,scheme_name,nav
2024-07-31,100033,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,923.45
2024-07-31,100034,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,153.71
2024-07-31,100037,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,13.2456
2024-07-31,100038,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,116.8954
2024-07-31,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.023
2024-07-31,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),640.9678
2024-07-31,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),657.7656
2024-07-31,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.694
2024-07-31,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.195
2024-07-31,100047,Aditya Birla Sun Life Liquid Fund - Growth,394.9785
2024-07-31,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.1744
2024-07-31,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.3173
2024-07-31,100057,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,11.3083
2024-07-31,100058,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,76.1084
2024-07-31,100063,Aditya Birla Sun Life MNC Fund - Regular - IDCW,247.16
2024-07-31,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,1431.04
2024-07-31,100077,DSP Bond Fund - IDCW,11.536
2024-07-31,100078,DSP Bond Fund - Growth,75.6248
2024-07-31,100079,DSP Bond Fund - IDCW - Monthly,11.0798
2024-07-31,100080,DSP Flexi Cap Fund - Regular Plan - IDCW,69.06
2024-07-31,100081,DSP Aggressive Hybrid Fund- Regular Plan - Growth,339.539
2024-07-31,100082,DSP Aggressive Hybrid Fund- Regular Plan - IDCW,30.663
2024-07-31,100084,DSP Gilt Fund - Regular Plan - Growth,89.2953
2024-07-31,100085,DSP Gilt Fund - Regular Plan - IDCW,12.5338
2024-07-31,100086,DSP Gilt Fund - Regular Plan - IDCW - Monthly,10.6301
2024-07-31,100087,DSP Savings Fund - Regular Plan - Growth,49.3112
2024-07-31,100088,DSP Savings Fund - Regular Plan - IDCW,12.4155
2024-07-31,100089,DSP Savings Fund - Regular Plan - IDCW - Monthly,10.8999
2024-07-31,100119,HDFC Balanced Advantage Fund - Growth Plan,511.361
2024-07-31,100120,HDFC Balanced Advantage Fund - IDCW Plan,41.47
2024-07-31,100123,HDFC Income Fund - Quarterly IDCW Option,11.266
2024-07-31,100124,HDFC Income Fund - Growth Option,54.126
2024-07-31,100174,quant ELSS Tax Saver Fund - IDCW Option - Regular Plan,56.956
2024-07-31,100175,quant ELSS Tax Saver Fund - Growth Option - Regular Plan,410.1446
2024-07-31,100176,quant Small Cap Fund - IDCW Option - Regular Plan,220.3666
2024-07-31,100177,quant Small Cap Fund - Growth - Regular Plan,277.0989
2024-07-31,100218,JM Large Cap Fund (Regular) - IDCW,32.5672
2024-07-31,100219,JM Large Cap Fund (Regular) - Growth Option,167.7654
2024-07-31,100220,JM Aggressive Hybrid Fund (Regular) - IDCW,35.6393
2024-07-31,100221,JM Aggressive Hybrid Fund (Regular) -Growth Option,127.4242
2024-07-31,100222,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,19.5587
2024-07-31,100223,JM Medium to Long Duration Fund (Regular) - Growth Option,57.5248
2024-07-31,100233,JM Liquid Fund (Regular) - Weekly IDCW,11.0056
2024-07-31,100234,JM Liquid Fund - Growth Option,66.9383
2024-07-31,100244,JM Liquid Fund (Regular) - Quarterly IDCW,37.8876
2024-07-31,100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,38.4794
2024-07-31,100254,JM Value Fund (Regular) - Growth Option,109.0714
2024-07-31,100264,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,17.6573
2024-07-31,100265,Kotak Gilt-Investment Regular-Growth,90.3634
