date,scheme_code,scheme_name,nav
2024-02-10,100041,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,108.0448
2024-02-10,100042,Aditya Birla Sun Life Liquid Fund-Retail (Growth),619.433
2024-02-10,100043,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),635.6665
2024-02-10,100044,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,163.7263
2024-02-10,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.2144
2024-02-10,100047,Aditya Birla Sun Life Liquid Fund - Growth,381.7088
2024-02-10,100048,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,108.2262
2024-02-10,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.2498
2024-02-10,100538,Franklin India Liquid Fund - Regular Plan - Growth,5409.4724
2024-02-10,100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,3563.4214
2024-02-10,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,1656.4326
2024-02-10,100814,UTI - Overnight  Fund - Regular Plan - Growth Option,3215.3442
2024-02-10,100837,Nippon India Liquid Fund - Retail Option - Growth Plan,5161.5727
2024-02-10,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.349
2024-02-10,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.551
2024-02-10,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1330.2458
2024-02-10,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1225.3732
2024-02-10,100851,Nippon India Liquid Fund -Growth Plan,5783.142
2024-02-10,100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1529.0369
2024-02-10,100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1530.5991
2024-02-10,100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1588.7668
2024-02-10,100868,HDFC Liquid Fund - Growth Plan,4649.047
2024-02-10,101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751
2024-02-10,101185,LIC MF Liquid Fund-Regular Plan-Growth,4283.8697
2024-02-10,101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,3815.0448
2024-02-10,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,3311.8203
2024-02-10,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,4013.8052
2024-02-10,101714,Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157
2024-02-10,101996,HDFC Overnight Fund - Growth Option,3491.1753
2024-02-10,102007,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1133.4801
2024-02-10,102008,UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1071.7773
2024-02-10,102009,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,3539.7256
2024-02-10,102010,UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment),1077.198
2024-02-10,102011,UTI Liquid Fund - Regular Plan - Monthly IDCW,1040.5979
2024-02-10,102012,UTI-  Liquid Cash Plan - Regular Plan - Growth Option,3886.6322
2024-02-10,102013,UTI Liquid Fund - Regular Plan - Weekly IDCW,1053.5427
2024-02-10,102672,Tata Liquid Fund -Regular Plan - Growth Option,3731.9551
2024-02-10,103140,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1220.0495
2024-02-10,103340,ICICI Prudential Liquid Fund - Growth,350.7256
2024-02-10,103347,DSP Liquidity Fund - Regular Plan - Growth,3381.5338
2024-02-10,103348,DSP Liquidity Fund - Regular Plan - IDCW - Weekly,1001.2812
2024-02-10,103349,DSP Liquidity Fund- Regular Plan - IDCW - Daily,1001.128
2024-02-10,103734,Quantum Liquid Fund - Direct Plan Growth Option,32.0957
2024-02-10,103735,Quantum Liquid Fund - Direct Plan Monthly IDCW,10.0431
2024-02-10,103736,Quantum Liquid Fund - Direct Plan Daily IDCW,10.0093
2024-02-10,103885,Aditya Birla Sun Life Liquid Fund -Regular - IDCW,159.7173
2024-02-10,104484,Invesco India Liquid Fund - Daily IDCW (Reinvestment),1002.7594
2024-02-10,104485,Invesco India Liquid Fund - Weekly IDCW (Reinvestment),1018.4242
2024-02-10,104486,Invesco India Liquid Fund - Growth,3255.5605
2024-02-10,104488,Invesco India Liquid Fund - Regular - Growth,2904.1344
2024-02-10,104489,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),1003.1946
2024-02-10,104492,Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment),1005.1349
2024-02-10,105274,SBI Liquid Fund - Institutional - Growth,3742.1945
2024-02-10,105275,SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1202.2178
2024-02-10,105280,SBI Liquid Fund - REGULAR PLAN -Growth,3707.1432
2024-02-10,105281,SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1140.7391
2024-02-10,105282,SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1272.4353
2024-02-10,105283,SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1216.6142
2024-02-10,108690,BANDHAN LIQUID Fund - Regular Plan - Growth,2864.28
2024-02-10,108691,BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW,1001.3036
2024-02-10,108692,BANDHAN LIQUID Fund - Regular Plan - Daily IDCW,1001.2864
2024-02-10,108693,BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW,1002.4604
2024-02-10,109254,BANK OF INDIA Liquid Fund- Regular Plan- Growth,2725.8485
2024-02-10,109255,BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW,1002.2884
2024-02-10,109349,CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),1005.5
2024-02-10,109350,CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),1000.6012
2024-02-10,109351,CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),1001.9634
2024-02-10,109353,CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,2850.7197
2024-02-10,111644,Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW,1153.2183
2024-02-10,111645,Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW,1156.1365
2024-02-10,111646,Mirae Asset Liquid Fund - Regular Plan - Growth,2484.5195
2024-02-10,111647,Mirae Asset Liquid Fund - Regular - Daily IDCW,1066.4347
2024-02-10,111704,Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION,2726.4372
2024-02-10,111705,Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION,1000.8354
2024-02-10,111707,Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION,1001.1996
